Title,Floor,Rooms,Living Space,Images,Country,Locality,PostalCode,Region,Street,Latitude,Longitude,Distance Public Transport,hasGarage,Is Minergie General,Is New Building,Extra cost,Gross cost,Net cost,Purchase cost,Description,Url
4.5-Zimmerwohnung in Eigentumsstandard mit Balkon und Sitzplatz,1,4.5,90,"https://media2.homegate.ch/listings/hgonif/3002140953/image/33f4ef13be45151d53d8a16af7215754.jpg, https://media2.homegate.ch/listings/hgonif/3002140953/image/f36b180a2e308b7c4667a852635dcb62.jpg, https://media2.homegate.ch/listings/hgonif/3002140953/image/4f282ef957d93a9ee4d5f27eec4b8372.jpg, https://media2.homegate.ch/listings/hgonif/3002140953/image/03b1fd8988a17779c3e73ecfa270e77d.jpg, https://media2.homegate.ch/listings/hgonif/3002140953/image/a2d48bb191fca71269b6ec4191f61335.jpg, https://media2.homegate.ch/listings/hgonif/3002140953/image/f5db6340adc9aed220f343be3b5b5516.jpg, https://media2.homegate.ch/listings/hgonif/3002140953/image/cc5f0b01fcd7f660187c72321bbbef5a.jpg, https://media2.homegate.ch/listings/hgonif/3002140953/image/8b3b61d091d1ebfba1fc9868e430f56a.jpg, https://media2.homegate.ch/listings/hgonif/3002140953/image/bc4b52d129107f819198747396696444.jpg, https://media2.homegate.ch/listings/hgonif/3002140953/image/e544c9681e99873b062b5a47834b6d4b.jpg, https://media2.homegate.ch/listings/hgonif/3002140953/image/a4ac8e1f039d343937497573f63a9ebd.jpg, https://media2.homegate.ch/listings/hgonif/3002140953/image/c46d28819ce86ee4b36eaf60a7ef788c.jpg",CH,Zurich,8053,ZH,Waserstrasse,47.3578717662564,8.60176056446589,,True,,True,325,4125,3800,,"4.5-Zimmerwohnung in Eigentumsstandard mit Balkon und SitzplatzIn Zürich-Witikon vermieten wir per 15.10.2022 oder nach Vereinbarung eine äusserst grosszügige, luxuriöse 4.5-Zimmer-Neubauwohnung mit Balkon undeigenem Gartensitzplatz.Die Wohnung ist im Eigentumsstandard ausgebaut mit separater Küche, grosszügigen Wohn- und Essbereich sowie einem grosszügigen eigenemGartenanteil mit Sitzplatz, der zum Verweilen einlädt. Moderne Küche mit grossem Kühlschrank.Das Hauptschlafzimmer (mit «en-suite» Badezimmer) verfügt über Spannteppich, die beiden weiteren Schlafzimmer sowie der Wohnbereich über einen Ahornparkett. Die beiden Nasszellen (DU/WC und Bad/Dusche/WC) sind mit Plattenboden ausgelegt. Der Waschturm befindet sich in einem separaten Raum.Ein Parkplatz in der UN-Garage sowie ein grosszügiger Kellerraum mit eigenemTresor im Untergeschoss gehören ebenfalls zur Wochnung.Das Gebäude ist zentral und doch sehr ruhig gelegen. Innert 6 Gehminutenerreicht man das Einkaufszentrum Witikon mit diversen Lebensmittel- und Bekleidungsgeschäften sowie Apotheke, Post, Bank etc. Die nächste Bushaltestelle ist ebenfalls in wenigen Minuten zu Fuss erreichbar. Von dort aus hat man diverse Verbindungen in Richtung Stadt Zürich und Zollikon, sowie Fällanden, Maur, Dübendorf und Schwerzenbach.Haben wir Ihr Interesse geweckt? Wir freuen uns über Ihre Kontaktaufnahme und stehen für weitere Auskünfte gerne zu Ihrer Verfügung.",https://www.homegate.ch/mieten/3002140953
New tenant for apartment in Zurich Witikon,1,4.5,94,"https://media2.homegate.ch/listings/hgonif/3002268473/image/e79ccfa7bf9881f59e2b454c40cf09e2.jpg, https://media2.homegate.ch/listings/hgonif/3002268473/image/7f12bf3a5c4498e33828cffb8f00ee55.jpg, https://media2.homegate.ch/listings/hgonif/3002268473/image/df36ed3f0bbe9a53cc94c344c3aa162e.jpg, https://media2.homegate.ch/listings/hgonif/3002268473/image/c56bce344e2f1542486a372fff6c6fbf.jpg, https://media2.homegate.ch/listings/hgonif/3002268473/image/b7282135b28f3726a7e96a427464cf9d.jpg, https://media2.homegate.ch/listings/hgonif/3002268473/image/360df2f145def71b0fc4b803a4218244.jpg, https://media2.homegate.ch/listings/hgonif/3002268473/image/de8ff7f779b897523f2873f26d5ca2cc.jpg",CH,Zurich,8053,ZH,Zweiackerstrasse 49,47.3578717662564,8.60176056446589,,True,,,,2577,,,"We are moving out from our current apartment and would like to look for a new tenant. The apartment is available from 15.12.2022. It's located in a family friendly yet quiet area in Witikon and has the following features:Walking distance to kindergarten / school / play ground / supermarket / forest3 minutes walk to bus station (line 31), reaches Central in 25 minutesA large balconyCellar is availableFire place in living room 2 bathroomsCorridor has built-in closetFloor warmingPublic parking is available, it's also possible to rent a place in underground garage (145 per month). We lived here for over three years and really enjoyed our life here. It's a great place for a family or someone who wants to stay close to nature but not losing the connection to the city. Please use the contact form to reach us, we'd be happy to arrange a visit.",https://www.homegate.ch/mieten/3002268473
Nicht alltägliche 4.5 Zimmer-Wohnung mit Cheminée in Zürich-Nord,2,4.5,120,"https://media2.homegate.ch/listings/hgonif/3002291988/image/1926e84a41eebf1d666cff740baa85b4.jpg, https://media2.homegate.ch/listings/hgonif/3002291988/image/105966b4c86f35ba41323b2331070465.jpg, https://media2.homegate.ch/listings/hgonif/3002291988/image/357ca742b04260c8c30fe4e265dbec2d.jpg, https://media2.homegate.ch/listings/hgonif/3002291988/image/c3a9d8e588f5055b8eb0becc91966741.jpg, https://media2.homegate.ch/listings/hgonif/3002291988/image/d198ba937308fc5f6cc1cfee2ecb445d.jpg, https://media2.homegate.ch/listings/hgonif/3002291988/image/83be340c66ddf3adb64f9302314ab3a0.jpg, https://media2.homegate.ch/listings/hgonif/3002291988/image/1fc86c3f91fa2fb43033295ef3d171f0.jpg, https://media2.homegate.ch/listings/hgonif/3002291988/image/78411f22eac934da9d6b61fe1c34c86f.jpg, https://media2.homegate.ch/listings/hgonif/3002291988/image/86f28bfb43fa8923d101af9f76d5f133.jpg",CH,Zürich,8052,ZH,Glatttalstrasse 37,47.423915,8.5487858,,True,,,,3660,,,"In unserem gepflegten Mehrfamilienhaus mit Blick ins Grüne, vermieten wir per Januar 2023 oder nach Vereinbarung, eine neu im Eigentumsstandard ausgebaute und nicht alltägliche4.5 Zimmerwohnung mit 120 m2 und Cheminée zu CHF 3'660.- inkl. NKDie sonnige Wohnung befindet sich im 2. OG an zentraler und doch ruhiger Lage in Zürich-Seebach, da der gesamte Wohn- und Schlafbereich ins Grüne ausgerichtet ist.Hier einige weitere Highlights:- Erstbezug nach Komplettsanierung in einem privatverwalteten und familiären Mehrfamilienhaus- Die abgeschlossene Wohnküche überzeugt mit modernsten V-Zug Geräten (Kombi-Steam-Backofen, Glaskeramik Induktion, grosser Kühlschrank und Geschirrspüler) Granitabdeckung und Glasrückwand.- Pflegeleichte, keramische und helle Bodenplatten in der gesamten Wohnung, Bodenheizung.- Zwei komfortable freundliche und helle Nasszellen mit Tageslicht, Bad/WC, Dusche/WC- grosser überdachter Balkon 15 m2 und ein zweiter kleinerer Balkon ca. 3 m2- Grosszügiges Kellerabteil mit 8 m2 und Stromanschluss- Glasfaseranschluss in ganzen Haus- Freibad direkt vor der Haustüre- Ideale Lage, Autobahnanschluss, Einkaufsmöglichkeiten, Verkehrsanbindungen und Schulen innert kürzester Zeit erreichbar- Bei Bedarf sind ebenfalls Tiefgarageneinstellplätze für CHF 160.- zumietbar.Die gezeigten Bilder dienen als Referenz und können vom effektiven Ausbau abweichen.Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Anfrage per Kontaktformular. Für weitere Informationen werden wir uns anschliessend bei Ihnen melden.",https://www.homegate.ch/mieten/3002291988
NEUBAU Platz4 Stadtwohnungen mit Bezug per 01.10.2022,1,3.5,97,"https://media2.homegate.ch/listings/azineup4/3002184263/image/8393f6e4869337e7b202ac03849ed5af.jpg, https://media2.homegate.ch/listings/azineup4/3002184263/image/5cf7d74d6e937f95a3363579ee4e1ebe.png, https://media2.homegate.ch/listings/azineup4/3002184263/image/416a06ded8c43808784bcc2c92b0f4f3.png, https://media2.homegate.ch/listings/azineup4/3002184263/image/bb15b0b40383cc5b6ba66c371a268afe.jpg, https://media2.homegate.ch/listings/azineup4/3002184263/image/a44dcf110093f85870eb34ac6ac51fc0.jpg, https://media2.homegate.ch/listings/azineup4/3002184263/image/b5758a7210edbb114b741784872d123e.jpg, https://media2.homegate.ch/listings/azineup4/3002184263/document/bb38f126f619a4044ef2640e980c14e6.pdf",CH,Zürich,8004,ZH,Ankerstrasse 114,47.3762538,8.5281155,,,,True,350,5800,5450,,"Zentral inmitten der kulturell gewachsenen und modern gewandelten Umgebung, prägt das Platz4-Projekt die Entwicklung im neuen Kreis 4. Platz4 kombiniert die urbane Moderne mit klassischem Charme.Lebensfreude pur. 24/7, rund um die Uhr. 365 Tage im Jahr.- modern designte Küche- keramische Bodenplatten in Parkettoptik- Nasszelle mit hellen keramischen Platten- grosse Dusche- Waschturm in jeder Wohnung- Wände mit Weissputz- Decken mit Weissputz- Vorhangschienen bei allen Fenstern- elektrische Aluminiumverbundraffstoren- überhohen Decken- Balkon und / oder Loggia- Attikawohnung mit Terrasse und Pergola- Maisonette Wohnung mit Wendeltreppe- Multimediadose in jeder Wohnung- Lift in alle Geschosse- 7 Gehminuten zum Hauptbahnhof ZürichDie Wärmeerzeugung erfolgt über einen Nahwärmeverbund der Energie 360° AG, welche die Wärmeenergie vom Fernwärmenetz des ERZ bezieht.",https://www.homegate.ch/mieten/3002184263
2.5 Zimmerwohnung im Herzen von Zürich,2,2.5,71,"https://media2.homegate.ch/listings/azineup4/3002184264/image/92810e14a893691fc0f0a3a2fa9fe776.png, https://media2.homegate.ch/listings/azineup4/3002184264/image/7afeb545159fdd470b4b5e52d6e5b51e.png, https://media2.homegate.ch/listings/azineup4/3002184264/image/9dd142360c446ba295b2e9ecd8f2dca7.png, https://media2.homegate.ch/listings/azineup4/3002184264/image/ae87b508a3564bf42d1940ba1aa58537.png, https://media2.homegate.ch/listings/azineup4/3002184264/image/43850b160b7a58b28b7484c0c9a5ef21.png, https://media2.homegate.ch/listings/azineup4/3002184264/image/7783f623b438217fe97652195e8b0905.png, https://media2.homegate.ch/listings/azineup4/3002184264/document/6273b17135f21aca1921438f6b92002c.pdf",CH,Zürich,8004,ZH,Ankerstrasse 114,47.3762538,8.5281155,,,,True,350,4100,3750,,"Finden Sie im Platz4 ein inspirierendes Zuhause, welches Ihren Wünschen und Bedürfnissen entspricht.Geniessen Sie folgenden Komfort der 2 ½-Zimmer-Mietwohnung:Totalsanierung / ErstvermietungOffener, heller Wohn- und EssbereichModerne Küche mit hochwertigen KüchengerätenElegantes Badezimmer mit Dusche und privatem WaschturmÜberhohe Decken bis zu 3.6 mPflegeleichte keramische Bodenplatten in ParkettoptikFussbodenheizung mit RaumthermostatenVorzüge des Platz4:Moderne Architektur, jede Wohnung ein UnikatZentral inmitten einer kulturell gewachsenen und modern gewandelten UmgebungLebendige Wohngegend in einem einzigartigen StadtviertelEinkaufsmöglichkeiten sowie zahlreiche Boutiquen und diverse Shops befinden sich ganz in der NäheIhr Interesse wurde geweckt?Wir freuen uns über Ihre Kontaktanfrage und stehen Ihnen für Auskünfte gerne zur Verfügung.",https://www.homegate.ch/mieten/3002184264
Wohnen im innersten Kreis von Zürich,4,3,77,"https://media2.homegate.ch/listings/hgonif/3002271790/image/f17b0309b386f31dfb185a5572456c34.jpg, https://media2.homegate.ch/listings/hgonif/3002271790/image/45f95663e9872788ed55ac21ec6e6cdc.jpg, https://media2.homegate.ch/listings/hgonif/3002271790/image/618aafe6b5eaeda5282b7b5d39ffe4fa.jpg, https://media2.homegate.ch/listings/hgonif/3002271790/image/ccb7aca2dd1431f841c106a3779e3839.jpg, https://media2.homegate.ch/listings/hgonif/3002271790/image/a5ca89fdb831ff5a88fc30784e0244ff.jpg, https://media2.homegate.ch/listings/hgonif/3002271790/image/8ea5a8471e33e1128d2847a96d61b3f2.jpg",CH,Zürich,8004,ZH,Engelstrasse 62,47.3766759,8.5239962,,,,True,,4090,,,"Hier an der Engelstrasse 62 im Kreis 4 lebst du in Zürichs innerstem Zirkel. Hier wimmelt es von angesagten Bars, Cafés, Restaurants, Boutiquen und Clubs. Wer eine grüne Auszeit braucht, muss auch nur zweimal umfallen und findet in der nahen Bäckeranlage sein kleines, aber feines Naherholungsgebiet. Das neue Stadthaus bietet einzigartige Loftwohnungen in radikal-modernem Design.Das renommierte Büro Frei Architekten hat ein so funktionales wie radikal modernes Wohnhaus konzipiert. Das Haus bietet mit seinen loftartigen Grundrissen genau das, was man sich im angesagten Kreis 4 wünscht: Grösstmöglichen Raum für die individuelle und kreative Entfaltung. Hier erhalten deine geliebten Designmöbel, Erbstücke, Bilder und Objekte die stylische Bühne für einen grossen Auftritt.Geniesse einen edlen und robusten Ausbau und höchsten Komfort• Neubau, bezugsbereit ab 1.3.2023• Loftwohnung• Wände in Sichtbeton und teils in rauem, gestrichenem Backstein• Böden in geglättetem, im Küchenbereich geschliffenem Beton• Moderne Küche mit schwarzen, grifflosen Kunstharzfronten. Küchenabdeckung aus weissem Dekton Zenith. Exklusive Küchengeräte mit High-Tech-Backofen, Induktionsherd, Grossraumgeschirrspüler etc.• Bodenebene Dusche, Wände in Nasszellen mit grünblauem Bisazza GlasmosaikMehr Infos unter www.engel62.ch",https://www.homegate.ch/mieten/3002271790
Deine Loftwohnung mitten im Trendquartier,1,3,75,"https://media2.homegate.ch/listings/hgonif/3002271791/image/228376617628c367a6cf84c9f07b5a24.jpg, https://media2.homegate.ch/listings/hgonif/3002271791/image/2f3a5ce07b0a47d4e965a3ac170dc765.jpg, https://media2.homegate.ch/listings/hgonif/3002271791/image/42464f965e3df35f79edf6377dbee50c.jpg, https://media2.homegate.ch/listings/hgonif/3002271791/image/49cc33a1dffeaaf8d6cdcbd49de57074.jpg, https://media2.homegate.ch/listings/hgonif/3002271791/image/c577f0109d52f5112164bacbf20b0a4f.jpg, https://media2.homegate.ch/listings/hgonif/3002271791/image/45e73284b879175cd1f0752e81bfcd53.jpg",CH,Zürich,8004,ZH,Engelstrasse 62,47.3766759,8.5239962,,,,True,,3910,,,"Engel62 ist das ultramoderne Stadthaus mit einzigartigen Designwohnungen. Wenn du beim Wohnen auf urbanen Lifestyle ohne Schnickschnack, dafür mit hochwertigen, unverfälschten Materialien stehst, dann bist du hier an der Engelstrasse 62 im Kreis 4 im siebten Himmel.Hier – im innersten Zirkel von Zürich – wimmelt es von angesagten Bars, Cafés, Restaurants, Boutiquen und Clubs. Wer eine grüne Auszeit braucht, muss auch nur zweimal umfallen und findet in der nahen Bäckeranlage sein kleines, aber feines Naherholungsgebiet. Das renommierte Büro Frei Architekten hat ein so funktionales wie radikal modernes Wohnhaus konzipiert. Es bietet mit seinen loftartigen Grundrissen genau das, was man sich im angesagten Kreis 4 wünscht: Grösstmöglichen Raum für die individuelle und kreative Entfaltung. Hier erhalten deine geliebten Designmöbel, Erbstücke, Bilder und Objekte die stylische Bühne für einen grossen Auftritt.Geniesse einen edlen und robusten Ausbau und höchsten Komfort• Neubau, bezugsbereit ab 1.3.2023• Loftwohnung• Wände in Sichtbeton und teils in rauem, gestrichenem Backstein• Böden in geglättetem, im Küchenbereich geschliffenem Beton• Moderne Küche mit schwarzen, grifflosen Kunstharzfronten. Küchenabdeckung aus weissem Dekton Zenith. Exklusive Küchengeräte mit High-Tech-Backofen, Induktionsherd, Grossraumgeschirrspüler etc.• Bodenebene Dusche, Wände in Nasszellen mit grünblauem Bisazza Glasmosaiknoch mehr Infos unter: www.engel62.ch",https://www.homegate.ch/mieten/3002271791
Neubauwohnung nähe Helvetiaplatz,2,2.5,70,"https://media2.homegate.ch/listings/azineup4/3002184267/image/502465c9944444be13830015be291d23.jpg, https://media2.homegate.ch/listings/azineup4/3002184267/image/4eabc0dd39c6dfa8669b8da03090d4e7.jpg, https://media2.homegate.ch/listings/azineup4/3002184267/image/ced69a8841ea96e6a5b976de445cbfca.jpg, https://media2.homegate.ch/listings/azineup4/3002184267/image/934d9ffc0e8f2c32e492b6a410d7be38.jpg, https://media2.homegate.ch/listings/azineup4/3002184267/document/254a3bc2af6a04a588450f5c4c7762f6.pdf",CH,Zürich,8004,ZH,Ankerstrasse,47.3764365566667,8.52888661271972,,,,True,300,3950,3650,,"Zentral inmitten der kulturell gewachsenen und modern gewandelten Umgebung, prägt das Platz4-Projekt die Entwicklung im neuen Kreis 4. Platz4 kombiniert die urbane Moderne mit klassischem Charme.Lebensfreude pur. 24/7, rund um die Uhr. 365 Tage im Jahr.- modern designte Küche- keramische Bodenplatten in Parkettoptik- Nasszelle mit hellen keramischen Platten- grosse Dusche- Waschturm in jeder Wohnung- Wände mit Weissputz- Decken mit weissputz- Vorhangschienen bei allen Fenstern- elektrische Aluminiumverbundraffstoren- überhohen Decken- Balkon und / oder Loggia- Attikawohnung mit Terrasse und Pergola- Maisonette Wohnung mit Wendeltreppe- Multimediadose in jeder Wohnung- Lift in alle Geschosse- 7 Gehminuten zum Hauptbahnhof ZürichDie Wärmeerzeugung erfolgt über einen Nahwärmeverbund der Energie 360° AG, welche die Wärmeenergie vom Fernwärmenetz des ERZ bezieht.",https://www.homegate.ch/mieten/3002184267
2.5 Zimmerwohnung im Kreis 4 - Neubau,1,2.5,70,"https://media2.homegate.ch/listings/azineup4/3002184266/image/502465c9944444be13830015be291d23.jpg, https://media2.homegate.ch/listings/azineup4/3002184266/image/4eabc0dd39c6dfa8669b8da03090d4e7.jpg, https://media2.homegate.ch/listings/azineup4/3002184266/image/ced69a8841ea96e6a5b976de445cbfca.jpg, https://media2.homegate.ch/listings/azineup4/3002184266/image/934d9ffc0e8f2c32e492b6a410d7be38.jpg, https://media2.homegate.ch/listings/azineup4/3002184266/document/3dc6f473188f5c2892fdc28836b6bffa.pdf",CH,Zürich,8004,ZH,Ankerstrasse,47.3764365566667,8.52888661271972,,,,True,300,3950,3650,,"Das ehemalige Telefongebäude an der Müller-/Ankerstrasse wird totalsaniert. Neu entstehen 18 stilvolle Stadtwohnungen der Grössen 2 ½- und 3 ½-Zimmer. Finden Sie im Platz4 ein inspirierendes Zuhause, welches Ihren Wünschen und Bedürfnissen entspricht.Geniessen Sie folgenden Komfort der 2 ½-Zimmer-Mietwohnung:Totalsanierung / ErstvermietungOffener, heller Wohn- und EssbereichModerne Küche mit hochwertigen KüchengerätenElegantes Badezimmer mit Dusche und privatem WaschturmÜberhohe Decken bis zu 3.6 mPflegeleichte keramische Bodenplatten in ParkettoptikFussbodenheizung mit Raumthermostaten Vorzüge des Platz4:Moderne Architektur, jede Wohnung ein UnikatZentral inmitten einer kulturell gewachsenen und modern gewandelten UmgebungLebendige Wohngegend in einem einzigartigen StadtviertelEinkaufsmöglichkeiten sowie zahlreiche Boutiquen und diverse Shops befinden sich ganz in der NäheIhr Interesse wurde geweckt?Wir freuen uns über Ihre Kontaktanfrage und stehen Ihnen für Auskünfte gerne zur Verfügung.*Die Visualisierungen können vom bestehenden Wohnungsgrundriss abweichen.",https://www.homegate.ch/mieten/3002184266
Wohnung in Zürich,7,3.5,103,"https://media2.homegate.ch/listings/hgonif/3002263843/image/72d9869013235764e28358c1b04900dc.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/3ebc07de81a3da8b877a0118dfc57526.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/c5627da1d176a54bc03d4e7de2524400.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/adeff84a805160101e1326c681855211.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/f48f9d9a50f3692a107267a5dc9fdbdf.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/42cc78fa97eff31a6fe58ab9275918f9.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/5384daa782b366a407b22edb191b057d.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/538d556f0deaf4a0c81b080ee7a1aa85.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/1a6b3e22fd5527d4300b27bc55f2ecd6.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/cc540f2293eae4c4655cec0b5f927e3f.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/875fc2e39b2633a4f82d9be39c63b7d4.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/b6f2ddd8148f467da89058710933465e.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/657327092e7817ed92cfdcffd9c670e4.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/17990423473f1dab16b558199640377e.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/3cd055e274facf5817b5d74569b5c9d6.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/70e5183ea5b8694bda63f7925058faca.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/6518ad08bfe82972f0404c3c49e57958.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/e231f300209c13d48f1e04e6927c10fd.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/7613d813beff3b570c0a6d730d239928.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/1fc88574e3632084b74940d32f5b0851.jpg, https://media2.homegate.ch/listings/hgonif/3002263843/image/274f0110812595e1117d9c6256ffe8b3.jpg",CH,Zürich,8041,ZH,Spinnereiplatz 3,47.3342961,8.5124458,,True,True,True,200,4150,3950,,"Nach Vereinbarung vermieten wir diese grosszügige, schöne 3.5-Zimmerwohnung mit einem Balkon und Minergie-Standard. Diese wurde erst im 2018 erbaut. Das Gebäude ist in einer U-Form gebaut. Eine der wenigen Wohnungen, die auf zwei Seiten (gegenüber) Fenster hat. Vom Esszimmer aus schaut man in Richtung Stadt. Ebenso ist der Prime Tower sichtbar. Auf der anderen Seite befindet sich der Balkon mit Blickrichtung in den Hof. Ebenso befindet sich die Wohnung auf dem 7. Stock, was eine Dachwohnung ist. Die Wände sind massiv gebaut, sodass man keine Nachbaren hört.Zusätzliche wichtige Infos:Parkettbodenbelag in der ganzen Wohnung (Lange und breite Dielen)Einbauschrank im Gäste/Kleiderzimmer im KorridorKüche mit Glaskeramikherd, Geschirrspüler2 Moderne Badezimmer mit Dusche und BadewanneSonniger BalkonReduit von 2.4 m2KellerSolarpanels auf dem Dach, Energie wird jährlich gutgeschrieben.Auf Wunsch kann beim Abstellplatz eine Elektroladestation eingebaut werden (Auf eigene Kosten)Zusätzlich kann noch ein Parkplatz in der Garage für 200.- gemietet werden.Bahnhof direkt vor der Haustüre. Mit der Bahn ist man in 9 Minuten am Hauptbahnhof.Beim Eingang wird sich in naher Zukunft ein Spar einmieten. Somit direkte Einkaufsmöglichkeiten vor der Haustüre. In der nähe gibt es noch einen Migros, Post, Tankstelle, Bäckerei sowie diverse weitere Unterhaltungsmöglichkeiten.Wenn Sie Interesse haben und mehr Infos benötigen, können Sie mir gerne anrufen.",https://www.homegate.ch/mieten/3002263843
